method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
replay,0.7744,0.26999999999999996,-0.26999999999999996,-0.178,0.9832000000000001,0.013250000000000012,0.2088000000000001,6.127424049998808,143360,153360,206696120320,76800000,628800,0,6400,10000,0.13998683400495793
slowheat_replay_hidden_beta_30_budget_0.25,0.7864000000000001,0.25125,-0.25125,-0.178,0.9869999999999999,0.007000000000000006,0.20059999999999978,8.692208614000265,143360,153360,207103420800,484100480,628800,0,6400,10000,0.13926642299702507
