reference,candidate,n_pairs,accuracy_reference_percent,accuracy_candidate_percent,accuracy_delta_pp,accuracy_ci95_t_low_pp,accuracy_ci95_t_high_pp,accuracy_p_holm,forgetting_delta_pp,elapsed_ratio_of_means,estimated_flops_delta
vanilla,slowheat_hidden_beta_30_budget_0.25,10,71.9472,79.9432,7.995999999999999,6.501917623191675,9.490082376808322,2.8564106492332173e-06,-10.499,2.0856218107676576,3659566080.0
replay,slowheat_replay_hidden_beta_30_budget_0.25,10,93.20359999999998,93.826,0.6223999999999985,0.46879702996548267,0.7760029700345142,2.2046312085359964e-05,-1.3324999999999994,1.705423007033602,4280847360.0
derpp,slowheat_derpp_hidden_beta_30_budget_0.25,10,95.48639999999999,95.57160000000002,0.0852000000000086,0.02880333356175014,0.14159666643826707,0.007658125767339661,-0.5564999999999998,1.6631467779282747,4280847360.0
er_ace,slowheat_er_ace_hidden_beta_30_budget_0.25,10,93.2396,93.8528,0.6132000000000015,0.38449234322904846,0.8419076567709546,0.0003739854298990602,-1.3859999999999997,1.6315284500430722,4280847360.0
