method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
vanilla,0.189,0.9037499999999999,-0.9037499999999999,-0.246375,0.6035999999999999,0.38549999999999995,0.4145999999999999,53.85289795100107,201600,201600,184790030745600,0,0,0,0,0,0.0
slowheat_none,0.1873,0.902,-0.902,-0.24862499999999998,0.5911000000000001,0.39725,0.40380000000000005,85.68915234800079,201600,201600,184806788358150,16757612550,0,0,0,0,0.0
slowheat_unidirectional,0.1832,0.901625,-0.901625,-0.24662499999999998,0.6224,0.35262499999999997,0.4391999999999999,93.09463331699953,201600,201600,184806788477390,16757731790,0,0,0,0,0.0
slowheat,0.1777,0.880625,-0.880625,-0.246875,0.5913,0.363625,0.4136000000000001,95.47768119498505,201600,201600,184806788477390,16757731790,0,0,0,0,0.0
hard_freeze,0.15189999999999998,0.811375,-0.811375,-0.244875,0.5527,0.31037499999999996,0.4008,94.63976978798746,201600,201600,184806788477390,16757731790,0,0,0,0,0.0
lpr,0.2455,0.8185,-0.8185,-0.24875,0.7699999999999999,0.16437499999999997,0.5245,99.08257103597862,282240,282680,353954071976920,95113591741400,2459200,0,6400,0,0.012764231039909646
slowheat_lpr,0.28300000000000003,0.774125,-0.774125,-0.2475,0.7548999999999999,0.18675000000000003,0.4718999999999999,144.43443354600458,282240,282680,353971701249880,95131221014360,2459200,0,6400,0,0.013717481982894242
classifier_expander,0.42799999999999994,0.333125,-0.25087499999999996,-0.2425,0.8482999999999998,0.073125,0.4202999999999999,85.9546041279973,282944,363584,283990012329984,0,2459200,0,6400,0,0.013259445986477658
slowheat_classifier_expander,0.43629999999999997,0.29600000000000004,-0.167625,-0.248875,0.8696999999999999,0.043125,0.43339999999999995,129.84741393401055,282944,363584,284007641602944,17629272960,2459200,0,6400,0,0.013031295035034418
scroll,0.1146,0.31725000000000003,-0.215,-0.25,0.5136000000000001,0.11462499999999999,0.3990000000000001,18.66549462202238,41088,81088,49905259599493,21728548485,2459200,0,6400,0,0.012808703992050141
slowheat_scroll,0.26890000000000003,0.1895,-0.1005,-0.25,0.6728,0.047625,0.4038999999999999,25.546497507981258,41088,81088,49908608012293,25076961285,2459200,0,6400,0,0.012974939018022269
