method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
replay,0.9144399999999999,0.06309999999999999,-0.06309999999999999,0.024050000000000005,0.9144399999999999,0.06309999999999999,0.0,13.849934757003211,707840,757840,2330729881600,4889600000,3144000,0,32000,50000,0.5399026580053032
slowheat_replay_hidden_beta_30_budget_0.25,0.93096,0.03585000000000002,-0.03585000000000002,0.020799999999999996,0.93096,0.03585000000000002,0.0,22.0149745039962,707840,757840,2335010728960,9170447360,3144000,0,32000,50000,0.5392613850126509
