method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
vanilla,0.7458400000000001,0.26735000000000003,-0.26735000000000003,0.019299999999999998,0.7458400000000001,0.26735000000000003,0.0,44.25877778400172,505600,505600,1623097344000,0,0,0,0,0,0.0
slowheat_hidden_beta_30_budget_0.25,0.8197600000000002,0.16979999999999998,-0.16979999999999998,0.00885,0.8197600000000002,0.16979999999999998,0.0,71.77423667400217,505600,505600,1626756910080,3659566080,0,0,0,0,0.0
