method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
replay,0.44160000000000005,0.6855,-0.6855,-0.178,0.9366,0.07150000000000001,0.49499999999999994,2.836586149998766,143360,153360,206619320320,0,628800,0,6400,10000,0.02479419698647689
slowheat_replay_hidden_beta_30_budget_0.25,0.4316000000000001,0.69425,-0.69425,-0.17750000000000002,0.891,0.1255,0.4593999999999999,4.687927679995482,143360,153360,207026620800,407300480,628800,0,6400,10000,0.02429640499758534
