method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
replay,0.5267999999999999,0.58,-0.58,-0.135,0.9533999999999999,0.05150000000000002,0.4266,3.0470043739987887,143360,153360,207108280320,488960000,628800,0,6400,10000,0.09787411200522911
slowheat_replay_hidden_beta_30_budget_0.25,0.493,0.618,-0.618,-0.129,0.9423999999999999,0.06425,0.4493999999999999,4.7972094580036355,143360,153360,207515580800,896260480,628800,0,6400,10000,0.09818438699585386
