method,final_average_accuracy_mean,final_average_accuracy_std,final_average_accuracy_ci95,average_forgetting_mean,average_forgetting_std,average_forgetting_ci95,backward_transfer_mean,backward_transfer_std,backward_transfer_ci95,forward_transfer_mean,forward_transfer_std,forward_transfer_ci95,task_aware_final_accuracy_mean,task_aware_final_accuracy_std,task_aware_final_accuracy_ci95,task_aware_forgetting_mean,task_aware_forgetting_std,task_aware_forgetting_ci95,classifier_gap_mean,classifier_gap_std,classifier_gap_ci95,elapsed_seconds_mean,elapsed_seconds_std,elapsed_seconds_ci95,learner_examples_processed_mean,learner_examples_processed_std,learner_examples_processed_ci95,total_model_examples_processed_mean,total_model_examples_processed_std,total_model_examples_processed_ci95,estimated_total_flops_mean,estimated_total_flops_std,estimated_total_flops_ci95,estimated_overhead_flops_mean,estimated_overhead_flops_std,estimated_overhead_flops_ci95,replay_memory_bytes_mean,replay_memory_bytes_std,replay_memory_bytes_ci95,stored_logits_bytes_mean,stored_logits_bytes_std,stored_logits_bytes_ci95
vanilla,0.17182000000000003,0.0009647106647418501,0.0005979338647933106,0.8284874999999999,0.004890271663664953,0.003031021779495778,-0.8284874999999999,0.004890271663664953,0.003031021779495778,-0.11455,0.06080165270962807,0.037685254780734714,0.5923700000000001,0.025848836208489802,0.016021274667557928,0.30279999999999996,0.031007402789943222,0.0192185873599261,0.42055,0.025587334106285223,0.01585919398540376,38.25501046890277,0.3364625980993099,0.20854167886052524,403200.0,0.0,0.0,403200.0,0.0,0.0,8890889011200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slowheat,0.1684,0.001819035153285635,0.0011274496687460407,0.827625,0.0024916527312876637,0.0015443423627335068,-0.827625,0.0024916527312876637,0.0015443423627335068,-0.11777499999999999,0.06593527971511998,0.040867109763775125,0.56995,0.005753308227059927,0.003565937383384932,0.3256875,0.007306591867774069,0.004528672558144258,0.40155,0.0046945003283984515,0.002909681448772918,89.60643043140298,10.19495215496994,6.318896811444795,403200.0,0.0,0.0,403200.0,0.0,0.0,8904964022740.0,0.0,0.0,14075011540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slowheat_replay,0.20759,0.0036149227746477093,0.0022405523485664594,0.7832874999999999,0.0050765152363057625,0.003146456741761726,-0.7832874999999999,0.0050765152363057625,0.003146456741761726,-0.1121,0.06746184106589442,0.04181328229163551,0.73824,0.01229102653700389,0.007618057173146807,0.12174999999999998,0.015702529874018538,0.009732528848032142,0.53065,0.01178174199532672,0.007302399343899105,102.0572186528967,8.067309328747395,5.000170125321307,564480.0,0.0,0.0,564480.0,0.0,0.0,12462316982740.0,0.0,0.0,15072367060.0,0.0,0.0,2459200.0,0.0,0.0,0.0,0.0,0.0
slowheat_distillation,0.16937000000000002,0.0014422590305181386,0.0008939214084271883,0.8317375,0.002329945457158446,0.0014441151558422592,-0.8317375,0.002329945457158446,0.0014441151558422592,-0.11777499999999999,0.06593527971511998,0.040867109763775125,0.64463,0.018875619195141653,0.01169922998491781,0.23785000000000003,0.024036416237774638,0.01489792513144775,0.4752599999999999,0.01926898486630207,0.011943040553858605,97.18832953309757,9.540736385488396,5.91340967654357,403200.0,0.0,0.0,725760.0,0.0,0.0,11275867759060.0,0.0,0.0,14075011540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
derpp,0.21934,0.009238951359446718,0.005726361379522683,0.7709499999999999,0.01179103355190809,0.007308158310332974,-0.7709499999999999,0.01179103355190809,0.007308158310332974,-0.1148375,0.06054013389892692,0.037523163742547085,0.68367,0.018130701402133704,0.011237525153401581,0.1918625,0.02336013713453848,0.014478763000608078,0.46433,0.016830201028706287,0.010431466670927269,51.4508757544012,0.6309893187792442,0.3910912316097717,564480.0,0.0,0.0,564480.0,0.0,0.0,12447244615680.0,0.0,0.0,0.0,0.0,0.0,2459200.0,0.0,0.0,8000.0,0.0,0.0
slowheat_derpp_hidden_beta_30_budget_0.25,0.21113999999999997,0.003096306042869644,0.001919110367968562,0.7791125,0.004696870264099044,0.0029111503501384342,-0.7791125,0.004696870264099044,0.0029111503501384342,-0.11500000000000002,0.06578231145224375,0.040772299052175116,0.70042,0.009767269605962354,0.006053816421252165,0.1686375,0.01243908072032121,0.007709822106680978,0.48927999999999994,0.010752550085134868,0.006664499589116464,101.45531764159969,9.749999620789778,6.043112373544842,564480.0,0.0,0.0,564480.0,0.0,0.0,12462278243840.0,0.0,0.0,15033628160.0,0.0,0.0,2459200.0,0.0,0.0,8000.0,0.0,0.0
er_ace,0.27302,0.011208806061902093,0.006947289973315727,0.2542375,0.017924654227255442,0.011109815791302147,0.035450000000000016,0.015466159294838947,0.009586024845228247,-0.09886249999999999,0.06267515595202865,0.0388464641208752,0.7469699999999999,0.011786720399575892,0.007305484990821031,0.10810000000000002,0.014218508087075166,0.008812722614997522,0.47395,0.011220145572436549,0.006954318274760437,51.128682874696096,0.46252927219847684,0.2866786129908478,564480.0,0.0,0.0,564480.0,0.0,0.0,12447244615680.0,0.0,0.0,0.0,0.0,0.0,2459200.0,0.0,0.0,0.0,0.0,0.0
slowheat_er_ace_hidden_beta_30_budget_0.25,0.3033,0.01299153570598952,0.008052237254328777,0.22631249999999997,0.013582598395250714,0.008418581704578681,0.05960000000000001,0.014761742030593071,0.009149422501508563,-0.10563750000000001,0.06692627707037051,0.04148133628814289,0.77779,0.005727603726205602,0.0035500055686967197,0.0738375,0.0075314272109164885,0.004668026947580029,0.47448999999999997,0.011473006968048484,0.007111043391483111,101.89440039749316,7.161391748335028,4.4386765917289095,564480.0,0.0,0.0,564480.0,0.0,0.0,12462278243840.0,0.0,0.0,15033628160.0,0.0,0.0,2459200.0,0.0,0.0,0.0,0.0,0.0
agem,0.1802,0.009328451104015083,0.00578183389591919,0.8163,0.010204029705083321,0.006324523135295587,-0.8163,0.010204029705083321,0.006324523135295587,-0.11403749999999999,0.05964358986932292,0.03696747999593697,0.66313,0.011791338629123772,0.007308347399150275,0.21328750000000002,0.014397753731051255,0.008923820216140625,0.48292999999999997,0.014543272595182209,0.009014013742562806,59.59816883219755,0.48563536555240167,0.30099991802491655,564480.0,0.0,0.0,564480.0,0.0,0.0,12447244615680.0,0.0,0.0,0.0,0.0,0.0,2459200.0,0.0,0.0,0.0,0.0,0.0
ewc,0.17179000000000003,0.0017866480098528413,0.0011073759092758192,0.8284375,0.002176460237786701,0.001348984031286738,-0.8284375,0.002176460237786701,0.001348984031286738,-0.11171250000000002,0.05946144438252031,0.036854585053588955,0.58812,0.02302253968035094,0.014269517930656712,0.30802500000000005,0.02788653846890607,0.017284255613450962,0.41633,0.022916808484409676,0.014203985056470754,60.21038206920493,0.38888632823926045,0.24103424343464047,403200.0,0.0,0.0,403200.0,0.0,0.0,8927968349170.0,0.0,0.0,37079337970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
si,0.17098000000000002,0.002158085571364898,0.00133759529504755,0.8251250000000001,0.0048897568673935176,0.0030307027054610335,-0.8251250000000001,0.0048897568673935176,0.0030307027054610335,-0.11476249999999999,0.06059222911534669,0.03755545269220791,0.6492100000000001,0.026642591215320373,0.01651324911780436,0.22733750000000003,0.03367687809247697,0.02087314529418655,0.47823000000000004,0.02628172368776447,0.016289581106952996,74.61942810690088,1.2035002924756872,0.7459372094247873,403200.0,0.0,0.0,403200.0,0.0,0.0,8962768144300.0,0.0,0.0,71879133100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lwf_calibrated,0.17242,0.0016791532257526525,0.0010407499518242677,0.8278625000000002,0.0036120217868790445,0.002238754297719058,-0.8278625000000002,0.0036120217868790445,0.002238754297719058,-0.1148625,0.06052824323542413,0.03751579383295343,0.70833,0.01994581827518404,0.012362546246896965,0.15822500000000003,0.025441504257588406,0.0157688077087507,0.5359100000000001,0.019985464162179892,0.012387119022238817,45.76981528009928,0.38867913418736555,0.24090582323080156,403200.0,0.0,0.0,725760.0,0.0,0.0,11261792747520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
replay_balanced,0.20323000000000002,0.005855681002240477,0.0036293886868176586,0.7847625,0.006571310223658253,0.004072940273588871,-0.7847625,0.006571310223658253,0.004072940273588871,-0.1144125,0.06012510250626512,0.03726592462029562,0.71964,0.012050928963730903,0.007469243155471332,0.14116249999999997,0.01803767758055342,0.011179868391443604,0.5164099999999999,0.013972707524154198,0.00866037384771709,51.29756157649972,0.525582647790126,0.32575950007305676,564480.0,0.0,0.0,564480.0,0.0,0.0,12447244615680.0,0.0,0.0,0.0,0.0,0.0,2459200.0,0.0,0.0,0.0,0.0,0.0
replay_more_epochs,0.20305,0.00592850927487022,0.0036745281178525335,0.7847999999999999,0.008635199283552577,0.00535215196595414,-0.7847999999999999,0.008635199283552577,0.00535215196595414,-0.1161875,0.06684684635834032,0.041432104622770756,0.69834,0.011693226909435906,0.007247537125273825,0.1679625,0.01591252673036072,0.00986268624806537,0.49528999999999995,0.011554936415037341,0.0071618237888279816,101.58213658859896,0.8749524596867512,0.5423011529274504,1128960.0,0.0,0.0,1128960.0,0.0,0.0,24894489231360.0,0.0,0.0,0.0,0.0,0.0,2459200.0,0.0,0.0,0.0,0.0,0.0
slowheat_replay_hidden_beta_30_budget_0.25,0.20253000000000002,0.003539004882103946,0.002193497951269211,0.7881750000000001,0.005131669102521861,0.0031806414622071143,-0.7881750000000001,0.005131669102521861,0.0031806414622071143,-0.1147125,0.06557240087829974,0.040642195130526325,0.726,0.01419851322419985,0.008800329670592529,0.1355875,0.017168694257281167,0.01064126694759603,0.52347,0.015152781189530111,0.009391791083233859,110.18015984489757,11.844857951232772,7.341519018662034,564480.0,0.0,0.0,564480.0,0.0,0.0,12462278243840.0,0.0,0.0,15033628160.0,0.0,0.0,2459200.0,0.0,0.0,0.0,0.0,0.0
slowheat_hidden_beta_30_budget_0.25,0.17150000000000004,0.0012083045973594606,0.0007489149484420799,0.830875,0.0030023139224420008,0.0018608534481671644,-0.830875,0.0030023139224420008,0.0018608534481671644,-0.115075,0.06574234746341205,0.04074752911527275,0.59747,0.024029706152547462,0.014893766177535853,0.2984125,0.030787919821651567,0.019082550406792537,0.42597000000000007,0.024211064963496884,0.015006173533138503,103.19469200879976,13.30203563764948,8.244687105813709,403200.0,0.0,0.0,403200.0,0.0,0.0,8904931735040.0,0.0,0.0,14042723840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slowheat_replay_hidden_adaptive_beta_30_budget_0.25,0.20396,0.004034352488318291,0.002500517578422514,0.7874375,0.004545774136492028,0.0028174999999999884,-0.7874375,0.004545774136492028,0.0028174999999999884,-0.114675,0.0656388530352091,0.04068338260409416,0.7289999999999999,0.014679085651209886,0.009098191546797769,0.1330875,0.01883435192673217,0.011673652266964263,0.52504,0.015189265215203092,0.00941440411662424,119.26396947580216,13.63775615283421,8.45276883691857,564480.0,0.0,0.0,564480.0,0.0,0.0,12462278243840.0,0.0,0.0,15033628160.0,0.0,0.0,2459200.0,0.0,0.0,0.0,0.0,0.0
slowheat_replay_partial_output_beta_30_budget_0.25,0.20628000000000002,0.0043016275989443825,0.002666176408267091,0.7852625000000001,0.004515963198600189,0.002799022989266879,-0.7852625000000001,0.004515963198600189,0.002799022989266879,-0.11651249999999999,0.06654816160120428,0.041246977892325634,0.72983,0.009159700383260984,0.0056772411155811015,0.13269999999999998,0.01187963359891392,0.00736307318840291,0.52355,0.009906367200498449,0.006140030003545958,122.56855767100933,12.033160218081024,7.458229972817438,564480.0,0.0,0.0,564480.0,0.0,0.0,12462316982740.0,0.0,0.0,15072367060.0,0.0,0.0,2459200.0,0.0,0.0,0.0,0.0,0.0
slowheat_replay_hidden_beta_30_budget_0.25_calibrated,0.22501000000000002,0.003787831393642896,0.002347722220933872,0.7566249999999999,0.0062263441208393906,0.003859128067898822,-0.7566249999999999,0.0062263441208393906,0.003859128067898822,-0.11472500000000001,0.06556389483210676,0.04063692302847525,0.726,0.01419851322419985,0.008800329670592529,0.1355875,0.017168694257281167,0.01064126694759603,0.50099,0.014936565870373314,0.009257779440016939,120.78797802220215,13.91560551059538,8.624981653038866,564480.0,0.0,0.0,564480.0,0.0,0.0,12462278243840.0,0.0,0.0,15033628160.0,0.0,0.0,2459200.0,0.0,0.0,0.0,0.0,0.0
