method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
replay,0.7667999999999999,0.27675,-0.27675,-0.041,0.9837999999999999,0.010250000000000009,0.21699999999999997,5.951973401999567,143360,143360,201924280320,0,628800,0,6400,0,0.006990117002715124
slowheat_replay_hidden_beta_30_budget_0.25,0.7656000000000001,0.27325,-0.27325,-0.041,0.9827999999999999,0.008000000000000007,0.21719999999999984,8.491774229001749,143360,143360,202331580800,407300480,628800,0,6400,0,0.0070306769957824145
