method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,fastheat_overhead_flops,fastheat_state_bytes,slowheat_state_bytes,method_state_bytes,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
vanilla,0.1683,0.86575,-0.86575,-0.076375,0.5683,0.36575,0.4,134.18126202598796,201600,201600,671839322112000,0,0,0,0,0,0,0,0,0,0.0
fastheat,0.1767,0.86775,-0.86775,-0.08375,0.5340999999999999,0.421,0.35739999999999994,145.4644072019728,201600,201600,672032393625600,193071513600,193071513600,7936,0,7936,0,0,0,0,0.0
slowheat,0.1328,0.833875,-0.833875,-0.0715,0.5328,0.333875,0.4,206.12031671399018,201600,201600,671862384943630,23062831630,0,0,82128,82128,0,0,0,0,0.0
dualheat,0.145,0.824875,-0.824875,-0.0805,0.545,0.324875,0.4,217.21864478700445,201600,201600,672055456457230,216134345230,193071513600,7936,82128,90064,0,0,0,0,0.0
lpr,0.23479999999999998,0.8106249999999999,-0.8106249999999999,-0.074625,0.8002,0.10574999999999996,0.5654,200.1075986349897,282240,282680,1044729819647380,103665996696980,0,0,0,0,2459200,0,6400,0,0.012857906986027956
slowheat_lpr,0.22670000000000004,0.811875,-0.811875,-0.075,0.7856,0.11625000000000002,0.5589,279.606817582011,282240,282680,1044755054582100,103691231631700,0,0,81988,81988,2459200,0,6400,0,0.01301472302293405
dualheat_lpr,0.2245,0.7886250000000001,-0.7886250000000001,-0.07975,0.7318,0.158375,0.5073,289.4846462139976,282240,282680,1045025776087380,103961953136980,270721505280,7936,81988,89924,2459200,0,6400,0,0.013379662967054173
classifier_expander,0.3457,0.356125,-0.310875,-0.078125,0.8082,0.07,0.4625,202.58893943199655,282944,363584,1032499732807680,0,0,0,0,0,2459200,0,6400,0,0.01284590398427099
slowheat_classifier_expander,0.3584,0.338375,-0.29800000000000004,-0.06275000000000001,0.834,0.03724999999999998,0.47559999999999997,282.23231713598943,282944,363584,1032524967742400,25234934720,0,0,81988,81988,2459200,0,6400,0,0.013613773975521326
dualheat_classifier_expander,0.3769,0.18450000000000003,-0.06200000000000004,-0.08775000000000001,0.8183999999999999,0.045875,0.4414999999999999,294.0039439969987,282944,363584,1032873170684864,373437877184,348202942464,7936,81988,89924,2459200,0,6400,0,0.013126785983331501
scroll,0.0963,0.336875,-0.336875,-0.125125,0.49660000000000004,0.086875,0.40030000000000004,47.11649571498856,41088,81088,181382798464645,21728548485,0,0,0,0,2459200,0,6400,0,0.014463584986515343
slowheat_scroll,0.26339999999999997,0.212,-0.19987500000000002,-0.125125,0.7020000000000001,0.004250000000000004,0.4386000000000001,59.3749807330023,41088,81088,181387408025925,26338109765,0,0,81988,81988,2459200,0,6400,0,0.01361556100891903
dualheat_scroll,0.24860000000000002,0.22549999999999998,-0.22549999999999998,-0.125125,0.6841,0.00899999999999998,0.4355,61.5675999459927,41088,81088,181465065679173,103995763013,77657653248,7936,81988,89924,2459200,0,6400,0,0.014380307984538376
