method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes
vanilla,0.125,0.18749999999999997,-0.13749999999999998,0.06875,0.51,0.0,0.385,0.1352340470002673,320,320,24483840,0,0,0
slowheat_hidden_beta_30_budget_0.25,0.10500000000000001,0.0,0.0,0.00625,0.5199999999999999,0.01874999999999999,0.4149999999999999,0.18527682599960826,320,320,24641960,158120,0,0
replay,0.10499999999999998,0.175,-0.14375,0.05625,0.5,0.024999999999999994,0.395,0.1445216079991951,384,384,29380608,0,62880,0
slowheat_replay_hidden_beta_30_budget_0.25,0.1,0.0062500000000000056,-0.0062500000000000056,0.00625,0.515,0.012499999999999983,0.41500000000000004,0.28318969899919466,384,384,29544872,164264,62880,0
derpp,0.135,0.1125,-0.07500000000000001,0.05,0.52,0.006249999999999978,0.385,0.13525646400012192,384,384,29380608,0,62880,800
slowheat_derpp_hidden_beta_30_budget_0.25,0.10500000000000001,0.0062500000000000056,-0.0062500000000000056,0.00625,0.53,0.0062500000000000056,0.42500000000000004,0.2629682500009949,384,384,29544872,164264,62880,800
er_ace,0.10500000000000001,0.0,0.00625,0.0,0.515,0.012499999999999997,0.41000000000000003,0.14976166399901558,384,384,29380608,0,62880,0
slowheat_er_ace_hidden_beta_30_budget_0.25,0.1,0.0,0.0,0.0,0.525,0.0062500000000000056,0.42500000000000004,0.2696029119997547,384,384,29544872,164264,62880,0
