method,final_average_accuracy_mean,final_average_accuracy_std,final_average_accuracy_ci95,average_forgetting_mean,average_forgetting_std,average_forgetting_ci95,backward_transfer_mean,backward_transfer_std,backward_transfer_ci95,forward_transfer_mean,forward_transfer_std,forward_transfer_ci95,task_aware_final_accuracy_mean,task_aware_final_accuracy_std,task_aware_final_accuracy_ci95,task_aware_forgetting_mean,task_aware_forgetting_std,task_aware_forgetting_ci95,classifier_gap_mean,classifier_gap_std,classifier_gap_ci95,elapsed_seconds_mean,elapsed_seconds_std,elapsed_seconds_ci95,learner_examples_processed_mean,learner_examples_processed_std,learner_examples_processed_ci95,total_model_examples_processed_mean,total_model_examples_processed_std,total_model_examples_processed_ci95,estimated_total_flops_mean,estimated_total_flops_std,estimated_total_flops_ci95,estimated_overhead_flops_mean,estimated_overhead_flops_std,estimated_overhead_flops_ci95,fastheat_overhead_flops_mean,fastheat_overhead_flops_std,fastheat_overhead_flops_ci95,fastheat_state_bytes_mean,fastheat_state_bytes_std,fastheat_state_bytes_ci95,slowheat_state_bytes_mean,slowheat_state_bytes_std,slowheat_state_bytes_ci95,method_state_bytes_mean,method_state_bytes_std,method_state_bytes_ci95,replay_memory_bytes_mean,replay_memory_bytes_std,replay_memory_bytes_ci95,stored_logits_bytes_mean,stored_logits_bytes_std,stored_logits_bytes_ci95,replay_metadata_bytes_mean,replay_metadata_bytes_std,replay_metadata_bytes_ci95,selector_forward_examples_mean,selector_forward_examples_std,selector_forward_examples_ci95,selection_seconds_mean,selection_seconds_std,selection_seconds_ci95
slowheat,0.17863333333333334,0.003225419869309014,0.0036499061783984484,0.87675,0.011978496358057646,0.013554944669750607,-0.87675,0.011978496358057646,0.013554944669750607,-0.16458333333333333,0.07148451901169464,0.08089234833681393,0.5758666666666666,0.005390114408185873,0.006099488648876828,0.3802083333333333,0.022403031788874747,0.025351417010582335,0.3972333333333333,0.008519585279421323,0.009640818314737433,60.02518326467058,0.6677720540279466,0.7556552152946748,201600.0,0.0,0.0,201600.0,0.0,0.0,184806788477390.0,0.0,0.0,16757731790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33324.0,0.0,0.0,33324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dualheat,0.1608333333333333,0.007315964279118187,0.00827879293402392,0.7858333333333333,0.006866282351704821,0.0077699299296139605,-0.7858333333333333,0.006866282351704821,0.0077699299296139605,-0.16508333333333333,0.07256896863214561,0.08211951860618225,0.5608333333333333,0.007315964279118202,0.008278792934023938,0.28583333333333333,0.00686628235170483,0.00776992992961397,0.4000000000000001,9.614813431917819e-17,1.0880185641326534e-16,66.88645195499218,0.20789234987836397,0.23525234016288513,201600.0,0.0,0.0,201600.0,0.0,0.0,184905104765390.0,0.0,0.0,115074019790.0,0.0,0.0,98316288000.0,0.0,0.0,11008.0,0.0,0.0,33324.0,0.0,0.0,44332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
