method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
replay,0.791,0.24524999999999997,-0.24524999999999997,-0.22775,0.9838000000000001,0.01075000000000001,0.19280000000000008,6.194498386998021,143360,153360,206696120320,76800000,628800,0,6400,10000,0.14088267700208235
slowheat_replay_hidden_beta_30_budget_0.25,0.7857999999999999,0.24724999999999997,-0.24724999999999997,-0.22825,0.9809999999999999,0.009750000000000009,0.19519999999999993,8.623899834998156,143360,153360,207103420800,484100480,628800,0,6400,10000,0.1390012889969512
