method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes
vanilla,0.054200000000000005,0.5203333333333334,-0.5203333333333334,-0.030222222222222223,0.1584,0.4045555555555556,0.10420000000000001,64.83380759798456,409600,409600,9145260441600,0,0,0
slowheat,0.055700000000000006,0.530888888888889,-0.530888888888889,-0.030333333333333337,0.15450000000000003,0.42111111111111116,0.09880000000000003,93.89854517098865,409600,409600,9159854145880,14593704280,0,0
slowheat_replay,0.09870000000000001,0.48066666666666663,-0.48066666666666663,-0.030222222222222223,0.4189,0.1391111111111111,0.3202,108.58250521999435,593920,593920,13276427534680,15799894360,24592000,0
slowheat_distillation,0.05450000000000001,0.5299999999999999,-0.5299999999999999,-0.030333333333333337,0.20529999999999998,0.3627777777777778,0.1508,99.13745655500679,409600,778240,11903432278360,14593704280,0,0
derpp,0.10979999999999998,0.45522222222222225,-0.45522222222222225,-0.030000000000000002,0.3962,0.16244444444444445,0.2864,57.05330023600254,593920,593920,13260627640320,0,24592000,800000
slowheat_derpp_hidden_beta_30_budget_0.25,0.10899999999999999,0.44322222222222224,-0.44322222222222224,-0.029666666666666668,0.4096,0.13477777777777777,0.30060000000000003,103.40820371900918,593920,593920,13276025799680,15398159360,24592000,800000
er_ace,0.129,0.15344444444444444,0.017666666666666664,-0.027666666666666666,0.4384,0.12200000000000004,0.3094,56.38953455298906,593920,593920,13260627640320,0,24592000,0
slowheat_er_ace_hidden_beta_30_budget_0.25,0.15000000000000002,0.14533333333333331,0.06855555555555555,-0.026333333333333334,0.47090000000000004,0.08999999999999998,0.3209,105.25405044900253,593920,593920,13276025799680,15398159360,24592000,0
agem,0.05600000000000001,0.5274444444444444,-0.5274444444444444,-0.030000000000000002,0.2605,0.3002222222222222,0.20450000000000002,66.54237164801452,593920,593920,13260627640320,0,24592000,0
ewc,0.05600000000000001,0.5225555555555556,-0.5225555555555556,-0.030333333333333337,0.15900000000000003,0.40822222222222226,0.10300000000000002,67.52837075802381,409600,409600,9188184925160,42924483560,0,0
si,0.054000000000000006,0.5237777777777778,-0.5237777777777778,-0.030222222222222223,0.1952,0.3668888888888889,0.1412,82.68921197400778,409600,409600,9224035989920,78775548320,0,0
lwf_calibrated,0.0536,0.5301111111111111,-0.5301111111111111,-0.030444444444444448,0.4182,0.12711111111111112,0.36460000000000004,52.11900867600343,409600,778240,11888838574080,0,0,0
replay_balanced,0.0964,0.4683333333333333,-0.4683333333333333,-0.030444444444444448,0.3983,0.15188888888888888,0.3019,58.36900332401274,593920,593920,13260627640320,0,24592000,0
replay_more_epochs,0.08720000000000001,0.46755555555555556,-0.46755555555555556,-0.029666666666666668,0.3734,0.17177777777777778,0.2862,114.93614252700354,1187840,1187840,26521255280640,0,24592000,0
slowheat_replay_hidden_beta_30_budget_0.25,0.09480000000000001,0.47633333333333333,-0.47633333333333333,-0.030222222222222223,0.4372999999999999,0.11,0.3424999999999999,104.55673185401247,593920,593920,13276025799680,15398159360,24592000,0
slowheat_hidden_beta_30_budget_0.25,0.05600000000000001,0.532888888888889,-0.532888888888889,-0.030222222222222223,0.1481,0.4305555555555556,0.0921,92.5425100279972,409600,409600,9159526138880,14265697280,0,0
slowheat_replay_hidden_adaptive_beta_30_budget_0.25,0.0954,0.4796666666666667,-0.4796666666666667,-0.030222222222222223,0.41389999999999993,0.14277777777777778,0.31849999999999995,108.38141221899423,593920,593920,13276025799680,15398159360,24592000,0
slowheat_replay_partial_output_beta_30_budget_0.25,0.0988,0.48644444444444446,-0.48644444444444446,-0.029888888888888892,0.43129999999999996,0.132,0.33249999999999996,111.84246736500063,593920,593920,13276427534680,15799894360,24592000,0
slowheat_replay_hidden_beta_30_budget_0.25_calibrated,0.11910000000000001,0.4107777777777778,-0.4107777777777778,-0.030222222222222223,0.4372999999999999,0.11,0.3181999999999999,111.91169912001351,593920,593920,13276025799680,15398159360,24592000,0
