method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
replay,0.7844,0.256,-0.256,-0.15125,0.9841999999999999,0.010000000000000009,0.19979999999999987,6.194171267998172,143360,153360,206696120320,76800000,628800,0,6400,10000,0.1423024650030129
slowheat_replay_hidden_beta_30_budget_0.25,0.7856,0.2515,-0.2515,-0.1535,0.9856,0.007000000000000006,0.20000000000000007,8.866102932999638,143360,153360,207103420800,484100480,628800,0,6400,10000,0.14172838000376942
