method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes
vanilla,0.70892,0.32019999999999993,-0.32019999999999993,-0.0074,0.70892,0.32019999999999993,0.0,7.683305836981162,505600,505600,1623097344000,0,0,0
slowheat,0.89948,0.07799999999999999,-0.07799999999999999,-0.01855,0.89948,0.07799999999999999,0.0,19.56420828998671,505600,505600,1626787285780,3689941780,0,0
slowheat_beta_10,0.8524800000000001,0.1382,-0.1382,-0.010550000000000004,0.8524800000000001,0.1382,0.0,19.650876609026454,505600,505600,1626787285780,3689941780,0,0
slowheat_beta_30,0.89948,0.07799999999999999,-0.07799999999999999,-0.01855,0.89948,0.07799999999999999,0.0,19.63341312800185,505600,505600,1626787285780,3689941780,0,0
slowheat_beta_100,0.9092800000000001,0.06129999999999999,-0.06129999999999999,-0.02265,0.9092800000000001,0.06129999999999999,0.0,19.607364666997455,505600,505600,1626787285780,3689941780,0,0
slowheat_adaptive,0.89276,0.0859,-0.0859,-0.02065,0.89276,0.0859,0.0,19.597465319995536,505600,505600,1626787285780,3689941780,0,0
slowheat_native_state,0.93224,0.037099999999999994,-0.037099999999999994,-0.021000000000000005,0.93224,0.037099999999999994,0.0,17.99655546899885,505600,505600,1626787285780,3689941780,0,0
slowheat_unidirectional,0.85832,0.12834999999999996,-0.12834999999999996,-0.019000000000000003,0.85832,0.12834999999999996,0.0,19.102112498978386,505600,505600,1626787285780,3689941780,0,0
slowheat_unbudgeted,0.87912,0.10200000000000001,-0.10200000000000001,-0.0165,0.87912,0.10200000000000001,0.0,19.290394155017566,505600,505600,1626787285780,3689941780,0,0
slowheat_none,0.71976,0.30749999999999994,-0.30749999999999994,-0.004649999999999998,0.71976,0.30749999999999994,0.0,19.08494775102008,505600,505600,1626787252300,3689908300,0,0
hard_freeze,0.9042,0.06140000000000001,-0.06140000000000001,-0.021700000000000004,0.9042,0.06140000000000001,0.0,18.717698719003238,505600,505600,1626787285780,3689941780,0,0
replay,0.9306800000000001,0.04319999999999996,-0.04319999999999996,-0.009049999999999999,0.9306800000000001,0.04319999999999996,0.0,12.425094734004233,707840,707840,2272336281600,0,628800,0
distillation,0.77172,0.12084999999999999,-0.12084999999999999,-0.00435,0.77172,0.12084999999999999,0.0,11.294981048995396,505600,910080,2055923302400,0,0,0
slowheat_replay,0.9449200000000001,0.020600000000000007,-0.020600000000000007,-0.0184,0.9449200000000001,0.020600000000000007,0.0,23.97001225000713,707840,707840,2276655594260,4319312660,628800,0
slowheat_distillation,0.68932,0.08284999999999998,-0.07434999999999997,-0.009399999999999995,0.68932,0.08284999999999998,0.0,21.800785336992703,505600,910080,2059613244180,3689941780,0,0
derpp,0.95788,0.006749999999999978,-0.006749999999999978,-0.0158,0.95788,0.006749999999999978,0.0,13.27754493500106,707840,707840,2272336281600,0,628800,8000
slowheat_derpp_hidden_beta_30_budget_0.25,0.96,0.003599999999999992,-0.003250000000000003,-0.0239,0.96,0.003599999999999992,0.0,21.188143957027933,707840,707840,2276617128960,4280847360,628800,8000
er_ace,0.93036,0.04444999999999996,-0.04444999999999996,-0.005599999999999997,0.93036,0.04444999999999996,0.0,13.208627610991243,707840,707840,2272336281600,0,628800,0
slowheat_er_ace_hidden_beta_30_budget_0.25,0.94092,0.02664999999999995,-0.02664999999999995,-0.0212,0.94092,0.02664999999999995,0.0,21.066309501999058,707840,707840,2276617128960,4280847360,628800,0
agem,0.9306800000000001,0.042499999999999954,-0.042499999999999954,-0.011099999999999999,0.9306800000000001,0.042499999999999954,0.0,13.69538050799747,707840,707840,2272336281600,0,628800,0
ewc,0.7943999999999999,0.2138,-0.2138,-0.007250000000000003,0.7943999999999999,0.2138,0.0,14.195485509990249,505600,505600,1629872762610,6775418610,0,0
si,0.9326800000000001,0.03655,-0.03655,-0.015000000000000001,0.9326800000000001,0.03655,0.0,15.7315239260206,505600,505600,1636230243180,13132899180,0,0
lwf_calibrated,0.23132000000000003,0.032149999999999984,-0.02559999999999998,-0.0203,0.23132000000000003,0.032149999999999984,0.0,11.490122507995693,505600,910080,2055923302400,0,0,0
replay_balanced,0.93036,0.04444999999999996,-0.04444999999999996,-0.005599999999999997,0.93036,0.04444999999999996,0.0,11.969560789002571,707840,707840,2272336281600,0,628800,0
replay_more_epochs,0.92408,0.0532,-0.0532,-0.0029499999999999995,0.92408,0.0532,0.0,24.126552425004775,1415680,1415680,4544672563200,0,628800,0
replay_early_stopping,0.93628,0.03144999999999998,-0.03144999999999998,-0.00835,0.93628,0.03144999999999998,0.0,10.519435452006292,596608,596608,1915254865920,0,628800,0
replay_global_lr_reduction,0.8984399999999999,0.03260000000000002,-0.03260000000000002,0.010149999999999996,0.8984399999999999,0.03260000000000002,0.0,12.073352004983462,707840,707840,2272336281600,0,628800,0
slowheat_replay_hidden_beta_30_budget_0.25,0.94084,0.027150000000000007,-0.027150000000000007,-0.0175,0.94084,0.027150000000000007,0.0,20.643319629016332,707840,707840,2276617128960,4280847360,628800,0
slowheat_hidden_beta_30_budget_0.25,0.80676,0.19510000000000002,-0.19510000000000002,-0.014949999999999998,0.80676,0.19510000000000002,0.0,16.390757147979457,505600,505600,1626756910080,3659566080,0,0
slowheat_replay_hidden_adaptive_beta_30_budget_0.25,0.9420400000000001,0.025000000000000022,-0.025000000000000022,-0.019450000000000002,0.9420400000000001,0.025000000000000022,0.0,20.529842969001038,707840,707840,2276617128960,4280847360,628800,0
slowheat_replay_partial_output_beta_30_budget_0.25,0.94404,0.02260000000000001,-0.02260000000000001,-0.019100000000000002,0.94404,0.02260000000000001,0.0,23.934159232012462,707840,707840,2276655594260,4319312660,628800,0
slowheat_replay_hidden_beta_30_budget_0.25_calibrated,0.94084,0.027150000000000007,-0.027150000000000007,-0.0175,0.94084,0.027150000000000007,0.0,20.57204667601036,707840,707840,2276617128960,4280847360,628800,0
