method,final_average_accuracy_mean,final_average_accuracy_std,final_average_accuracy_ci95,average_forgetting_mean,average_forgetting_std,average_forgetting_ci95,backward_transfer_mean,backward_transfer_std,backward_transfer_ci95,forward_transfer_mean,forward_transfer_std,forward_transfer_ci95,task_aware_final_accuracy_mean,task_aware_final_accuracy_std,task_aware_final_accuracy_ci95,task_aware_forgetting_mean,task_aware_forgetting_std,task_aware_forgetting_ci95,classifier_gap_mean,classifier_gap_std,classifier_gap_ci95,elapsed_seconds_mean,elapsed_seconds_std,elapsed_seconds_ci95,learner_examples_processed_mean,learner_examples_processed_std,learner_examples_processed_ci95,total_model_examples_processed_mean,total_model_examples_processed_std,total_model_examples_processed_ci95,estimated_total_flops_mean,estimated_total_flops_std,estimated_total_flops_ci95,estimated_overhead_flops_mean,estimated_overhead_flops_std,estimated_overhead_flops_ci95,fastheat_overhead_flops_mean,fastheat_overhead_flops_std,fastheat_overhead_flops_ci95,fastheat_state_bytes_mean,fastheat_state_bytes_std,fastheat_state_bytes_ci95,slowheat_state_bytes_mean,slowheat_state_bytes_std,slowheat_state_bytes_ci95,method_state_bytes_mean,method_state_bytes_std,method_state_bytes_ci95,replay_memory_bytes_mean,replay_memory_bytes_std,replay_memory_bytes_ci95,stored_logits_bytes_mean,stored_logits_bytes_std,stored_logits_bytes_ci95,replay_metadata_bytes_mean,replay_metadata_bytes_std,replay_metadata_bytes_ci95,selector_forward_examples_mean,selector_forward_examples_std,selector_forward_examples_ci95,selection_seconds_mean,selection_seconds_std,selection_seconds_ci95
slowheat,0.1338,0.007397972695272681,0.00837159419306344,0.81,0.029423629959608944,0.03329597172832368,-0.81,0.029423629959608944,0.03329597172832368,-0.13899999999999998,0.11335074161645346,0.12826843912280214,0.5339,0.007233947746562734,0.008185982490412096,0.309875,0.029363827662619163,0.03322829905868387,0.40010000000000007,0.0001732050807568847,0.00019599999999999658,205.69958554998934,0.4605971355184615,0.5212147251519265,201600.0,0.0,0.0,201600.0,0.0,0.0,671862384943630.0,0.0,0.0,23062831630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82128.0,0.0,0.0,82128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dualheat,0.1226,0.024659075408457635,0.02790437069707898,0.7232500000000001,0.06262699597617627,0.07086911745135065,-0.7232500000000001,0.06262699597617627,0.07086911745135065,-0.16508333333333333,0.1396560693573084,0.15803571970531785,0.5226,0.0246590754084576,0.027904370697078944,0.22324999999999998,0.06262699597617627,0.07086911745135065,0.39999999999999997,6.798699777552591e-17,7.693453047550498e-17,217.51740418033054,1.193146185733411,1.3501720121708898,201600.0,0.0,0.0,201600.0,0.0,0.0,672055456457230.0,0.0,0.0,216134345230.0,0.0,0.0,193071513600.0,0.0,0.0,7936.0,0.0,0.0,82128.0,0.0,0.0,90064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
