method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes
vanilla,0.1708,0.852625,-0.852625,-0.169625,0.596,0.321125,0.42519999999999997,7.979563339999004,201600,201600,6780882124800,0,0,0
slowheat_none,0.1738,0.8533750000000001,-0.8533750000000001,-0.16975,0.6427999999999999,0.26712499999999995,0.4689999999999999,12.918630038999254,201600,201600,6781002193350,120068550,0,0
slowheat_unidirectional_beta_3_budget_0.50,0.1731,0.8385,-0.8385,-0.169375,0.5953,0.31074999999999997,0.4222,12.491901561999839,201600,201600,6781002196270,120071470,0,0
slowheat_unidirectional_beta_3_budget_0.75,0.1723,0.849375,-0.849375,-0.16925,0.5861,0.332125,0.41379999999999995,12.529330796998693,201600,201600,6781002196270,120071470,0,0
slowheat_unidirectional_beta_10_budget_0.50,0.1711,0.837875,-0.837875,-0.169875,0.6182000000000001,0.279,0.44710000000000005,12.450788461999764,201600,201600,6781002196270,120071470,0,0
slowheat_unidirectional_beta_10_budget_0.75,0.1721,0.84525,-0.84525,-0.168625,0.588,0.325375,0.41589999999999994,12.62697687599939,201600,201600,6781002196270,120071470,0,0
slowheat_hidden_beta_3_budget_0.50,0.173,0.84775,-0.84775,-0.168875,0.5980000000000001,0.3165,0.4250000000000001,11.640357729000243,201600,201600,6780990084320,107959520,0,0
slowheat_hidden_beta_3_budget_0.75,0.16999999999999998,0.849375,-0.849375,-0.16949999999999998,0.6938000000000001,0.19462500000000002,0.5238,11.678436405996763,201600,201600,6780990084320,107959520,0,0
slowheat_hidden_beta_10_budget_0.50,0.17099999999999999,0.8434999999999999,-0.8434999999999999,-0.169625,0.6822,0.20450000000000002,0.5112000000000001,11.64168090000021,201600,201600,6780990084320,107959520,0,0
slowheat_hidden_beta_10_budget_0.75,0.1746,0.849375,-0.849375,-0.169625,0.6942,0.199875,0.5196000000000001,11.667011304998596,201600,201600,6780990084320,107959520,0,0
