architecture,reference,candidate,mean_difference,bootstrap_ci95_low,bootstrap_ci95_high,positive_seeds,negative_seeds,ties,student_t_p,holm_adjusted_p
vgg11,slowheat,dualheat,-0.004829999999999998,-0.008209999999999995,-0.0014500000000000012,2,8,0,0.025569448420313043,0.08030432514195132
vgg11,slowheat_lpr,dualheat_lpr,0.014299999999999985,0.005079999999999979,0.023350499999999986,7,3,0,0.02007608128548783,0.08030432514195132
vgg11,slowheat_classifier_expander,dualheat_classifier_expander,-0.012950000000000027,-0.023520000000000034,0.0014002499999999534,2,8,0,0.09513252834342528,0.19026505668685056
vgg11,slowheat_scroll,dualheat_scroll,-0.0014600000000000001,-0.018440250000000012,0.015340250000000022,5,5,0,0.8771655604755758,0.8771655604755758
