method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,fastheat_overhead_flops,fastheat_state_bytes,slowheat_state_bytes,method_state_bytes,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
slowheat,0.0999,0.85,-0.85,-0.270625,0.49989999999999996,0.35,0.39999999999999997,205.66305500498856,201600,201600,671862384943630,23062831630,0,0,82128,82128,0,0,0,0,0.0
dualheat,0.1434,0.816875,-0.816875,-0.307875,0.5434,0.316875,0.4,216.8600835360121,201600,201600,672055456457230,216134345230,193071513600,7936,82128,90064,0,0,0,0,0.0
