method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
replay,0.2011,0.7861250000000001,-0.7861250000000001,-0.025999999999999995,0.7388,0.115375,0.5377000000000001,17.23896950800554,564480,604480,12742484295680,1228800000,2459200,0,6400,40000,0.35170566900342237
slowheat_replay_hidden_beta_30_budget_0.25,0.2032,0.788875,-0.788875,-0.03849999999999999,0.7171000000000001,0.14749999999999994,0.5139,26.330451796005946,564480,604480,12757517923840,16262428160,2459200,0,6400,40000,0.36565335300110746
