method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes
vanilla,0.055900000000000005,0.5321111111111112,-0.5321111111111112,-0.00488888888888889,0.15550000000000003,0.42144444444444445,0.09960000000000002,42.588515794981504,409600,409600,9145260441600,0,0,0
slowheat,0.05500000000000001,0.5364444444444445,-0.5364444444444445,-0.004666666666666667,0.14650000000000002,0.4347777777777778,0.09150000000000001,93.60425160601153,409600,409600,9159854145880,14593704280,0,0
slowheat_replay,0.0947,0.4868888888888889,-0.4868888888888889,-0.0044444444444444444,0.4205,0.14011111111111113,0.3258,109.1829502969922,593920,593920,13276427534680,15799894360,24592000,0
slowheat_distillation,0.055600000000000004,0.5350000000000001,-0.5350000000000001,-0.004666666666666667,0.2217,0.35044444444444445,0.1661,100.9760351490113,409600,778240,11903432278360,14593704280,0,0
derpp,0.11200000000000002,0.44833333333333336,-0.44833333333333336,-0.00488888888888889,0.39030000000000004,0.16744444444444445,0.2783,57.30834678502288,593920,593920,13260627640320,0,24592000,800000
slowheat_derpp_hidden_beta_30_budget_0.25,0.1089,0.44988888888888884,-0.44988888888888884,-0.0047777777777777775,0.40800000000000003,0.14522222222222222,0.29910000000000003,106.82829014500021,593920,593920,13276025799680,15398159360,24592000,800000
er_ace,0.1324,0.1548888888888889,0.029333333333333336,-0.002666666666666666,0.43600000000000005,0.1207777777777778,0.3036000000000001,57.53498563900939,593920,593920,13260627640320,0,24592000,0
slowheat_er_ace_hidden_beta_30_budget_0.25,0.1479,0.1507777777777778,0.06466666666666668,0.001666666666666667,0.46449999999999997,0.0988888888888889,0.3166,103.61499877099413,593920,593920,13276025799680,15398159360,24592000,0
agem,0.05450000000000001,0.5395555555555557,-0.5395555555555557,-0.00488888888888889,0.276,0.29344444444444445,0.22150000000000003,65.61477631898015,593920,593920,13260627640320,0,24592000,0
ewc,0.056799999999999996,0.5278888888888889,-0.5278888888888889,-0.00488888888888889,0.1759,0.39555555555555555,0.11910000000000001,68.781310218008,409600,409600,9188184925160,42924483560,0,0
si,0.0573,0.5302222222222223,-0.5302222222222223,-0.004777777777777778,0.19909999999999997,0.3726666666666667,0.14179999999999998,82.6243566040066,409600,409600,9224035989920,78775548320,0,0
lwf_calibrated,0.0529,0.5348888888888889,-0.5348888888888889,-0.00488888888888889,0.3815,0.1708888888888889,0.3286,51.0875156680122,409600,778240,11888838574080,0,0,0
replay_balanced,0.0906,0.47711111111111115,-0.47711111111111115,-0.00488888888888889,0.3914,0.16555555555555557,0.3008,56.681126444018446,593920,593920,13260627640320,0,24592000,0
replay_more_epochs,0.089,0.46244444444444444,-0.46244444444444444,-0.005,0.3738,0.17088888888888895,0.28480000000000005,112.05732875701506,1187840,1187840,26521255280640,0,24592000,0
slowheat_replay_hidden_beta_30_budget_0.25,0.10010000000000001,0.4826666666666666,-0.4826666666666666,-0.005111111111111111,0.4311,0.12855555555555553,0.33099999999999996,101.79426907899324,593920,593920,13276025799680,15398159360,24592000,0
slowheat_hidden_beta_30_budget_0.25,0.0539,0.5351111111111111,-0.5351111111111111,-0.005111111111111111,0.1709,0.40511111111111114,0.11699999999999999,92.32452357700095,409600,409600,9159526138880,14265697280,0,0
slowheat_replay_hidden_adaptive_beta_30_budget_0.25,0.0941,0.487,-0.487,-0.005111111111111111,0.40469999999999995,0.15677777777777777,0.31059999999999993,106.13883398901089,593920,593920,13276025799680,15398159360,24592000,0
slowheat_replay_partial_output_beta_30_budget_0.25,0.0972,0.4881111111111111,-0.4881111111111111,-0.0038888888888888883,0.4149999999999999,0.14822222222222223,0.3177999999999999,110.81335749200662,593920,593920,13276427534680,15799894360,24592000,0
slowheat_replay_hidden_beta_30_budget_0.25_calibrated,0.12010000000000001,0.4172222222222222,-0.4172222222222222,-0.005111111111111111,0.4311,0.12855555555555553,0.31099999999999994,111.13293701200746,593920,593920,13276025799680,15398159360,24592000,0
