method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes
vanilla,0.1719,0.83575,-0.83575,-0.12975,0.5993000000000002,0.3015,0.42740000000000017,8.016073180999228,201600,201600,6780882124800,0,0,0
slowheat_none,0.17350000000000002,0.838375,-0.838375,-0.12987500000000002,0.668,0.22025000000000006,0.49450000000000005,13.03759718800211,201600,201600,6781002193350,120068550,0,0
slowheat_unidirectional_beta_3_budget_0.50,0.1728,0.818125,-0.818125,-0.12975,0.5942999999999999,0.29125,0.42149999999999993,12.671834447002766,201600,201600,6781002196270,120071470,0,0
slowheat_unidirectional_beta_3_budget_0.75,0.1759,0.827375,-0.827375,-0.12975,0.5989000000000001,0.29862500000000003,0.4230000000000001,12.754547462998744,201600,201600,6781002196270,120071470,0,0
slowheat_unidirectional_beta_10_budget_0.50,0.1709,0.824625,-0.824625,-0.12975,0.6876999999999999,0.17862499999999998,0.5167999999999999,12.722929351999483,201600,201600,6781002196270,120071470,0,0
slowheat_unidirectional_beta_10_budget_0.75,0.1719,0.8290000000000001,-0.8290000000000001,-0.12987500000000002,0.5877,0.30925,0.4158,12.5689628479995,201600,201600,6781002196270,120071470,0,0
slowheat_hidden_beta_3_budget_0.50,0.1742,0.8367500000000001,-0.8367500000000001,-0.12987500000000002,0.59,0.31700000000000006,0.41579999999999995,11.466347312001744,201600,201600,6780990084320,107959520,0,0
slowheat_hidden_beta_3_budget_0.75,0.1764,0.833375,-0.833375,-0.12975,0.6804,0.203375,0.504,11.595201104999433,201600,201600,6780990084320,107959520,0,0
slowheat_hidden_beta_10_budget_0.50,0.17629999999999998,0.8357500000000001,-0.8357500000000001,-0.12987500000000002,0.6597000000000001,0.2315,0.48340000000000005,11.582012492999638,201600,201600,6780990084320,107959520,0,0
slowheat_hidden_beta_10_budget_0.75,0.1732,0.8375,-0.8375,-0.12975,0.6454000000000001,0.24725000000000003,0.47220000000000006,11.523710883000604,201600,201600,6780990084320,107959520,0,0
