method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
replay,0.93696,0.03410000000000002,-0.03410000000000002,0.034749999999999996,0.93696,0.03410000000000002,0.0,57.3571182630003,707840,707840,2272336281600,0,3144000,0,32000,0,0.028391157000442035
slowheat_replay_hidden_beta_30_budget_0.25,0.9380799999999999,0.02645,-0.02645,0.021649999999999996,0.9380799999999999,0.02645,0.0,85.72964482600219,707840,707840,2276617128960,4280847360,3144000,0,32000,0,0.02872168099929695
