method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
vanilla,0.1726,0.8496250000000001,-0.8496250000000001,-0.282,0.5783,0.3425,0.40570000000000006,183.91427811500034,201600,201600,671839322112000,0,0,0,0,0,0.0
slowheat_none,0.1701,0.83725,-0.83725,-0.28262499999999996,0.5775,0.32799999999999996,0.4074,271.1510660740023,201600,201600,671862384663750,23062551750,0,0,0,0,0.0
slowheat_unidirectional,0.17370000000000002,0.8555,-0.8555,-0.28099999999999997,0.5737,0.35550000000000004,0.39999999999999997,231.6869330549962,201600,201600,671862384943630,23062831630,0,0,0,0,0.0
slowheat,0.1396,0.76525,-0.76525,-0.282375,0.5396,0.26525,0.39999999999999997,277.41195809299825,201600,201600,671862384943630,23062831630,0,0,0,0,0.0
hard_freeze,0.1461,0.7506250000000001,-0.7506250000000001,-0.282375,0.5461,0.250625,0.4,273.9445779880043,201600,201600,671862384943630,23062831630,0,0,0,0,0.0
lpr,0.2666,0.760375,-0.760375,-0.2825,0.7854,0.11400000000000002,0.5187999999999999,264.34511029999703,282240,282680,1044729819647380,103665996696980,2459200,0,6400,0,0.012809374020434916
slowheat_lpr,0.24500000000000002,0.78075,-0.78075,-0.28275,0.7944000000000001,0.09549999999999997,0.5494000000000001,363.3296972309763,282240,282680,1044755054582100,103691231631700,2459200,0,6400,0,0.012795432994607836
classifier_expander,0.3715,0.312625,-0.27649999999999997,-0.271375,0.8168,0.06312500000000001,0.4453,269.49827500397805,282944,363584,1032499732807680,0,2459200,0,6400,0,0.014418715989449993
slowheat_classifier_expander,0.3624,0.279875,-0.214,-0.27149999999999996,0.8221999999999999,0.032875000000000015,0.45979999999999993,373.59494100199663,282944,363584,1032524967742400,25234934720,2459200,0,6400,0,0.014782811020268127
scroll,0.1,0.461625,-0.461625,-0.28312499999999996,0.5067,0.09962499999999999,0.40670000000000006,54.44835284599685,41088,81088,181382798464645,21728548485,2459200,0,6400,0,0.013874012045562267
slowheat_scroll,0.2496,0.262125,-0.16775,-0.28312499999999996,0.671,0.04250000000000001,0.42140000000000005,73.02543832198717,41088,81088,181387408025925,26338109765,2459200,0,6400,0,0.013456630986183882
