method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes
vanilla,0.7420399999999999,0.27660000000000007,-0.27660000000000007,-0.007649999999999997,0.7420399999999999,0.27660000000000007,0.0,7.799908647022676,505600,505600,1623097344000,0,0,0
slowheat,0.8671200000000001,0.11470000000000002,-0.11470000000000002,-0.0029,0.8671200000000001,0.11470000000000002,0.0,19.36026919799042,505600,505600,1626787285780,3689941780,0,0
slowheat_beta_10,0.8442000000000001,0.14605,-0.14605,-0.009349999999999997,0.8442000000000001,0.14605,0.0,19.378217332006898,505600,505600,1626787285780,3689941780,0,0
slowheat_beta_30,0.8671200000000001,0.11470000000000002,-0.11470000000000002,-0.0029,0.8671200000000001,0.11470000000000002,0.0,19.36072275400511,505600,505600,1626787285780,3689941780,0,0
slowheat_beta_100,0.88696,0.0879,-0.0879,-0.007949999999999995,0.88696,0.0879,0.0,19.371850020019338,505600,505600,1626787285780,3689941780,0,0
slowheat_adaptive,0.89692,0.07665000000000002,-0.07665000000000002,-0.007149999999999993,0.89692,0.07665000000000002,0.0,19.389350404992,505600,505600,1626787285780,3689941780,0,0
slowheat_native_state,0.91632,0.054399999999999976,-0.054399999999999976,-0.008649999999999998,0.91632,0.054399999999999976,0.0,17.585136687994236,505600,505600,1626787285780,3689941780,0,0
slowheat_unidirectional,0.8249599999999999,0.16725,-0.16725,-0.005400000000000002,0.8249599999999999,0.16725,0.0,18.792636064987164,505600,505600,1626787285780,3689941780,0,0
slowheat_unbudgeted,0.89892,0.07424999999999998,-0.07424999999999998,-0.011049999999999994,0.89892,0.07424999999999998,0.0,19.39321640401613,505600,505600,1626787285780,3689941780,0,0
slowheat_none,0.69364,0.3380500000000001,-0.3380500000000001,-0.006500000000000002,0.69364,0.3380500000000001,0.0,19.333691776002524,505600,505600,1626787252300,3689908300,0,0
hard_freeze,0.91332,0.04865000000000003,-0.04865000000000003,-0.003649999999999997,0.91332,0.04865000000000003,0.0,18.77099361200817,505600,505600,1626787285780,3689941780,0,0
replay,0.9348799999999999,0.03520000000000004,-0.03520000000000004,-0.0039000000000000007,0.9348799999999999,0.03520000000000004,0.0,11.262762106984155,707840,707840,2272336281600,0,628800,0
distillation,0.69696,0.18659999999999996,-0.18659999999999996,-0.0021499999999999957,0.69696,0.18659999999999996,0.0,11.047295103024226,505600,910080,2055923302400,0,0,0
slowheat_replay,0.9440800000000001,0.017599999999999977,-0.017599999999999977,-0.009749999999999998,0.9440800000000001,0.017599999999999977,0.0,23.954166478011757,707840,707840,2276655594260,4319312660,628800,0
slowheat_distillation,0.6886800000000001,0.07594999999999999,-0.06989999999999999,-0.0011499999999999948,0.6886800000000001,0.07594999999999999,0.0,22.028483300993685,505600,910080,2059613244180,3689941780,0,0
derpp,0.95692,0.008200000000000013,-0.008000000000000007,-0.005499999999999998,0.95692,0.008200000000000013,0.0,12.75377422600286,707840,707840,2272336281600,0,628800,8000
slowheat_derpp_hidden_beta_30_budget_0.25,0.9575600000000002,0.0024500000000000077,-0.002250000000000002,-0.009399999999999995,0.9575600000000002,0.0024500000000000077,0.0,21.18469332100358,707840,707840,2276617128960,4280847360,628800,8000
er_ace,0.93584,0.03419999999999998,-0.03419999999999998,-0.009999999999999998,0.93584,0.03419999999999998,0.0,12.737869066011626,707840,707840,2272336281600,0,628800,0
slowheat_er_ace_hidden_beta_30_budget_0.25,0.94228,0.019749999999999962,-0.019749999999999962,-0.012750000000000001,0.94228,0.019749999999999962,0.0,21.02580361798755,707840,707840,2276617128960,4280847360,628800,0
agem,0.932,0.039350000000000024,-0.039350000000000024,-0.0005000000000000004,0.932,0.039350000000000024,0.0,13.119105293008033,707840,707840,2272336281600,0,628800,0
ewc,0.8253600000000001,0.1725,-0.1725,-0.013699999999999997,0.8253600000000001,0.1725,0.0,14.01038611200056,505600,505600,1629872762610,6775418610,0,0
si,0.9248000000000001,0.04050000000000001,-0.04050000000000001,-0.006649999999999996,0.9248000000000001,0.04050000000000001,0.0,15.476690039999085,505600,505600,1636230243180,13132899180,0,0
lwf_calibrated,0.2762,0.0091,-0.008350000000000003,-0.006999999999999999,0.2762,0.0091,0.0,11.044190693006385,505600,910080,2055923302400,0,0,0
replay_balanced,0.93584,0.03419999999999998,-0.03419999999999998,-0.009999999999999998,0.93584,0.03419999999999998,0.0,10.893217336008092,707840,707840,2272336281600,0,628800,0
replay_more_epochs,0.92676,0.04644999999999999,-0.04644999999999999,-0.005799999999999996,0.92676,0.04644999999999999,0.0,24.22514020698145,1415680,1415680,4544672563200,0,628800,0
replay_early_stopping,0.9358000000000001,0.033149999999999985,-0.033149999999999985,-0.006649999999999993,0.9358000000000001,0.033149999999999985,0.0,12.974866100004874,834240,834240,2678110617600,0,628800,0
replay_global_lr_reduction,0.9036799999999999,0.025249999999999967,-0.025249999999999967,0.004449999999999999,0.9036799999999999,0.025249999999999967,0.0,11.635965235996991,707840,707840,2272336281600,0,628800,0
slowheat_replay_hidden_beta_30_budget_0.25,0.9403599999999999,0.022249999999999992,-0.022249999999999992,-0.009649999999999995,0.9403599999999999,0.022249999999999992,0.0,20.524347349011805,707840,707840,2276617128960,4280847360,628800,0
slowheat_hidden_beta_30_budget_0.25,0.80556,0.1934,-0.1934,-0.011299999999999998,0.80556,0.1934,0.0,16.457364147994667,505600,505600,1626756910080,3659566080,0,0
slowheat_replay_hidden_adaptive_beta_30_budget_0.25,0.94048,0.02225000000000002,-0.02225000000000002,-0.006449999999999997,0.94048,0.02225000000000002,0.0,20.61427171799005,707840,707840,2276617128960,4280847360,628800,0
slowheat_replay_partial_output_beta_30_budget_0.25,0.9448799999999998,0.01770000000000005,-0.01770000000000005,-0.0087,0.9448799999999998,0.01770000000000005,0.0,23.96970325501752,707840,707840,2276655594260,4319312660,628800,0
slowheat_replay_hidden_beta_30_budget_0.25_calibrated,0.9403599999999999,0.022249999999999992,-0.022249999999999992,-0.009649999999999995,0.9403599999999999,0.022249999999999992,0.0,20.60476732099778,707840,707840,2276617128960,4280847360,628800,0
