method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
vanilla,0.1784,0.8636250000000001,-0.8636250000000001,0.054875,0.5784,0.36362500000000003,0.4,127.35551862200373,201600,201600,671839322112000,0,0,0,0,0,0.0
slowheat_none,0.17909999999999998,0.8705,-0.8705,0.050875,0.5791000000000001,0.37050000000000005,0.4000000000000001,173.5031134809833,201600,201600,671862384663750,23062551750,0,0,0,0,0.0
slowheat_unidirectional,0.16770000000000002,0.85475,-0.85475,0.05925,0.5677,0.35475,0.39999999999999997,154.5127229950158,201600,201600,671862384943630,23062831630,0,0,0,0,0.0
slowheat,0.12490000000000001,0.818625,-0.818625,0.056875,0.5249,0.31862500000000005,0.4,186.24369904500782,201600,201600,671862384943630,23062831630,0,0,0,0,0.0
hard_freeze,0.1411,0.797875,-0.797875,0.054875,0.5420999999999999,0.296625,0.4009999999999999,184.22400576999644,201600,201600,671862384943630,23062831630,0,0,0,0,0.0
lpr,0.2346,0.80575,-0.80575,0.06075,0.7604,0.15087499999999998,0.5257999999999999,192.85783226799686,282240,282680,1044729819647380,103665996696980,2459200,0,6400,0,0.012987392983632162
slowheat_lpr,0.2432,0.7797499999999999,-0.7797499999999999,0.051125,0.7586999999999999,0.13837499999999997,0.5155,252.21388306299923,282240,282680,1044755054582100,103691231631700,2459200,0,6400,0,0.013000682054553181
classifier_expander,0.3592,0.32975000000000004,-0.271375,0.08524999999999999,0.8110000000000002,0.074625,0.45180000000000015,196.96445201302413,282944,363584,1032499732807680,0,2459200,0,6400,0,0.013195390987675637
slowheat_classifier_expander,0.3765,0.3125,-0.25725000000000003,0.091375,0.8267,0.03662500000000002,0.4502,256.3740715839958,282944,363584,1032524967742400,25234934720,2459200,0,6400,0,0.013230126991402358
scroll,0.1,0.42674999999999996,-0.30174999999999996,0.0,0.5269,0.08212499999999998,0.42690000000000006,39.76874101001886,41088,81088,181382798464645,21728548485,2459200,0,6400,0,0.012772513000527397
slowheat_scroll,0.20149999999999996,0.321625,-0.2805,0.0,0.6876,0.0021250000000000158,0.48610000000000003,49.232980263011996,41088,81088,181387408025925,26338109765,2459200,0,6400,0,0.012707921996479854
