method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,fastheat_overhead_flops,fastheat_state_bytes,slowheat_state_bytes,method_state_bytes,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
vanilla,0.18680000000000002,0.8941250000000001,-0.8941250000000001,0.0,0.5439,0.44775,0.35710000000000003,36.4680258439912,201600,201600,184790030745600,0,0,0,0,0,0,0,0,0,0.0
fastheat,0.1804,0.8875,-0.8875,0.0,0.6442,0.30775,0.4638,43.33211935099098,201600,201600,184888347033600,98316288000,98316288000,11008,0,11008,0,0,0,0,0.0
slowheat,0.1839,0.8885000000000001,-0.8885000000000001,0.0,0.6081,0.35824999999999996,0.42419999999999997,60.399551769020036,201600,201600,184806788477390,16757731790,0,0,33324,33324,0,0,0,0,0.0
dualheat,0.1782,0.83475,-0.83475,0.0,0.6131,0.291125,0.43489999999999995,66.76286492100917,201600,201600,184905104765390,115074019790,98316288000,11008,33324,44332,0,0,0,0,0.0
lpr,0.22400000000000003,0.844125,-0.844125,0.00025,0.7714,0.16087500000000002,0.5473999999999999,67.51068698399467,282240,282680,353954071976920,95113591741400,0,0,0,0,2459200,0,6400,0,0.012942178029334173
slowheat_lpr,0.2858,0.7665,-0.7665,0.000125,0.79,0.13862500000000003,0.5042,90.79011951800203,282240,282680,353971701249880,95131221014360,0,0,33184,33184,2459200,0,6400,0,0.013213602971518412
dualheat_lpr,0.2811,0.7567499999999999,-0.7567499999999999,0.000375,0.7404999999999999,0.18612500000000004,0.4593999999999999,97.40979858700302,282240,282680,354109558632280,95269078396760,137857382400,11008,33184,44192,2459200,0,6400,0,0.012493352987803519
classifier_expander,0.40120000000000006,0.366,-0.31575,0.000125,0.8269,0.09075,0.4256999999999999,56.20094912400236,282944,363584,283990012329984,0,0,0,0,0,2459200,0,6400,0,0.01272105798125267
slowheat_classifier_expander,0.4234,0.27625,-0.132375,0.0,0.8511000000000001,0.058249999999999996,0.4277000000000001,80.74523267699988,282944,363584,284007641602944,17629272960,0,0,33184,33184,2459200,0,6400,0,0.01300598299712874
dualheat_classifier_expander,0.41269999999999996,0.24524999999999997,-0.029874999999999985,0.000125,0.833,0.08100000000000002,0.4203,86.15732087800279,282944,363584,284184954248064,194941918080,177312645120,11008,33184,44192,2459200,0,6400,0,0.012675695004872978
scroll,0.13369999999999999,0.30024999999999996,-0.30024999999999996,0.0,0.6068,0.056999999999999995,0.4731,12.159638857992832,41088,81088,49905259599493,21728548485,0,0,0,0,2459200,0,6400,0,0.012694549019215629
slowheat_scroll,0.25680000000000003,0.10274999999999998,-0.10274999999999998,0.0,0.6915,0.016624999999999973,0.4347,15.808010323002236,41088,81088,49908608012293,25076961285,0,0,33184,33184,2459200,0,6400,0,0.013306114997249097
dualheat_scroll,0.22910000000000003,0.22949999999999998,-0.20099999999999998,0.0,0.6598,0.007874999999999993,0.4307,16.896159839001484,41088,81088,49948153008133,64621957125,39544995840,11008,33184,44192,2459200,0,6400,0,0.012750566034810618
