method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
vanilla,0.7367199999999999,0.27790000000000004,-0.27790000000000004,0.050199999999999995,0.7367199999999999,0.27790000000000004,0.0,7.9087799369954155,505600,505600,1623097344000,0,0,0,0,0,0.0
slowheat_hidden_beta_30_budget_0.25,0.77416,0.2262,-0.2262,0.030149999999999996,0.77416,0.2262,0.0,16.388897595003073,505600,505600,1626756910080,3659566080,0,0,0,0,0.0
