method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
replay,0.0669,0.501,-0.501,-0.02266666666666667,0.29819999999999997,0.26511111111111113,0.23129999999999995,23.775915235994034,593920,633920,13566148280320,7823360000,24592000,0,64000,40000,0.9529921879802714
slowheat_replay_hidden_beta_30_budget_0.25,0.075,0.5115555555555555,-0.5115555555555555,-0.022555555555555558,0.3509,0.21766666666666667,0.2759,33.57473280800332,593920,633920,13581546439680,23221519360,24592000,0,64000,40000,0.9881811430168455
