method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
replay,0.92972,0.040350000000000025,-0.040350000000000025,0.021599999999999998,0.92972,0.040350000000000025,0.0,12.84404580899718,707840,707840,2272336281600,0,3144000,0,32000,0,0.029733587994996924
slowheat_replay_hidden_beta_30_budget_0.25,0.9384,0.02485000000000001,-0.02485000000000001,0.02285,0.9384,0.02485000000000001,0.0,21.64386136399844,707840,707840,2276617128960,4280847360,3144000,0,32000,0,0.030076055001700297
