method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
replay,0.4673999999999999,0.647,-0.647,-0.11850000000000001,0.9376000000000001,0.06524999999999997,0.4702000000000002,3.2461583929980407,143360,153360,207108280320,488960000,628800,0,6400,10000,0.09909864400106017
slowheat_replay_hidden_beta_30_budget_0.25,0.45199999999999996,0.6635000000000001,-0.6635000000000001,-0.1155,0.925,0.07975000000000002,0.4730000000000001,4.7884625240039895,143360,153360,207515580800,896260480,628800,0,6400,10000,0.09981642099592136
