method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,fastheat_overhead_flops,fastheat_state_bytes,slowheat_state_bytes,method_state_bytes,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
vanilla,0.1864,0.9001250000000001,-0.9001250000000001,-0.12475,0.6165999999999999,0.362375,0.4301999999999999,36.49001151701668,201600,201600,184790030745600,0,0,0,0,0,0,0,0,0,0.0
fastheat,0.188,0.9027499999999999,-0.9027499999999999,-0.124625,0.5833999999999999,0.4085,0.3953999999999999,43.434479435003595,201600,201600,184888347033600,98316288000,98316288000,11008,0,11008,0,0,0,0,0.0
slowheat,0.1749,0.8852499999999999,-0.8852499999999999,-0.12475,0.5833999999999999,0.37462500000000004,0.4084999999999999,60.56274555998971,201600,201600,184806788477390,16757731790,0,0,33324,33324,0,0,0,0,0.0
dualheat,0.1645,0.855,-0.855,-0.1245,0.5645999999999999,0.35487500000000005,0.4000999999999999,67.12206698500086,201600,201600,184905104765390,115074019790,98316288000,11008,33324,44332,0,0,0,0,0.0
lpr,0.23290000000000002,0.84525,-0.84525,-0.124625,0.7741,0.169875,0.5412,67.51101476800977,282240,282680,353954071976920,95113591741400,0,0,0,0,2459200,0,6400,0,0.012710315000731498
slowheat_lpr,0.26670000000000005,0.7947500000000001,-0.7947500000000001,-0.12375,0.772,0.164375,0.5053,92.1420284039923,282240,282680,353971701249880,95131221014360,0,0,33184,33184,2459200,0,6400,0,0.01290407098713331
dualheat_lpr,0.29450000000000004,0.755375,-0.755375,-0.124375,0.7899,0.1385,0.4954,93.40815372802899,282240,282680,354109558632280,95269078396760,137857382400,11008,33184,44192,2459200,0,6400,0,0.013071275956463069
classifier_expander,0.46579999999999994,0.293875,-0.2265,-0.1245,0.8583999999999999,0.06374999999999995,0.3926,56.37582227902021,282944,363584,283990012329984,0,0,0,0,0,2459200,0,6400,0,0.012672130978899077
slowheat_classifier_expander,0.4114,0.24000000000000002,-0.07587500000000003,-0.12475,0.8565000000000002,0.05637500000000001,0.44510000000000016,81.04199160900316,282944,363584,284007641602944,17629272960,0,0,33184,33184,2459200,0,6400,0,0.012907046038890257
dualheat_classifier_expander,0.41340000000000005,0.21874999999999997,0.035125,-0.124875,0.8619,0.05712500000000001,0.44849999999999995,86.859553161019,282944,363584,284184954248064,194941918080,177312645120,11008,33184,44192,2459200,0,6400,0,0.012956127058714628
scroll,0.1847,0.393,-0.382875,-0.125,0.6002000000000001,0.07612499999999998,0.4155000000000001,12.206125825003255,41088,81088,49905259599493,21728548485,0,0,0,0,2459200,0,6400,0,0.01334777704323642
slowheat_scroll,0.2287,0.17000000000000004,-0.11825000000000004,-0.125,0.6627,0.06512499999999997,0.43399999999999994,15.820283397013554,41088,81088,49908608012293,25076961285,0,0,33184,33184,2459200,0,6400,0,0.013113645050907508
dualheat_scroll,0.2245,0.15999999999999998,-0.15237499999999998,-0.125,0.6885999999999999,0.04187500000000001,0.46409999999999985,16.94059456200921,41088,81088,49948153008133,64621957125,39544995840,11008,33184,44192,2459200,0,6400,0,0.014483913022559136
