method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,fastheat_overhead_flops,fastheat_state_bytes,slowheat_state_bytes,method_state_bytes,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
vanilla,0.17350000000000002,0.867375,-0.867375,-0.08625,0.5735,0.367375,0.4,134.12974719100748,201600,201600,671839322112000,0,0,0,0,0,0,0,0,0,0.0
fastheat,0.17450000000000002,0.8666250000000001,-0.8666250000000001,-0.08537499999999999,0.5745,0.366625,0.4,145.49285611399682,201600,201600,672032393625600,193071513600,193071513600,7936,0,7936,0,0,0,0,0.0
slowheat,0.1441,0.83475,-0.83475,-0.08625,0.5441,0.33475,0.4,206.00627141000587,201600,201600,671862384943630,23062831630,0,0,82128,82128,0,0,0,0,0.0
dualheat,0.1008,0.8405,-0.8405,-0.08224999999999999,0.5008,0.34049999999999997,0.4,217.31670447500073,201600,201600,672055456457230,216134345230,193071513600,7936,82128,90064,0,0,0,0,0.0
lpr,0.2673,0.795,-0.795,-0.08625,0.7883000000000001,0.14524999999999996,0.5210000000000001,200.4198026889935,282240,282680,1044729819647380,103665996696980,0,0,0,0,2459200,0,6400,0,0.012978407001355663
slowheat_lpr,0.25010000000000004,0.7863749999999999,-0.7863749999999999,-0.08625,0.7861,0.11825000000000002,0.536,279.95159486000193,282240,282680,1044755054582100,103691231631700,0,0,81988,81988,2459200,0,6400,0,0.013284807006129995
dualheat_lpr,0.24420000000000003,0.77725,-0.77725,-0.08549999999999999,0.7746,0.11775,0.5304,290.31345252200845,282240,282680,1045025776087380,103961953136980,270721505280,7936,81988,89924,2459200,0,6400,0,0.0140944630256854
classifier_expander,0.4074,0.33862500000000006,-0.23750000000000004,-0.08625,0.8320000000000001,0.07425000000000001,0.4246000000000001,202.77537851501256,282944,363584,1032499732807680,0,0,0,0,0,2459200,0,6400,0,0.012774230010109022
slowheat_classifier_expander,0.387,0.330375,-0.292875,-0.086,0.8371999999999999,0.050375,0.45019999999999993,282.83223540202016,282944,363584,1032524967742400,25234934720,0,0,81988,81988,2459200,0,6400,0,0.01303159398958087
dualheat_classifier_expander,0.40429999999999994,0.19,-0.05887500000000001,-0.08625,0.8215,0.062375000000000014,0.41720000000000007,294.17431183101144,282944,363584,1032873170684864,373437877184,348202942464,7936,81988,89924,2459200,0,6400,0,0.01283248804975301
scroll,0.1,0.471125,-0.418375,-0.08625,0.5464,0.05149999999999996,0.4464,47.131745904975105,41088,81088,181382798464645,21728548485,0,0,0,0,2459200,0,6400,0,0.012932538986206055
slowheat_scroll,0.2803,0.297375,-0.135625,-0.08625,0.6963,0.010874999999999996,0.41600000000000004,59.123836904007476,41088,81088,181387408025925,26338109765,0,0,81988,81988,2459200,0,6400,0,0.01355024499935098
dualheat_scroll,0.2616,0.28637499999999994,-0.27174999999999994,-0.08625,0.6439999999999999,0.022249999999999992,0.3823999999999999,61.65459519601427,41088,81088,181465065679173,103995763013,77657653248,7936,81988,89924,2459200,0,6400,0,0.013513986981706694
