method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,replay_memory_bytes,stored_logits_bytes
vanilla,0.1723,0.853875,-0.853875,-0.10450000000000001,0.615,0.3005,0.4427,7.9859156610000355,201600,201600,6780882124800,0,0,0
slowheat_none,0.1671,0.8538749999999999,-0.8538749999999999,-0.10475000000000001,0.5605,0.36212500000000003,0.39339999999999997,13.07912888500141,201600,201600,6781002193350,120068550,0,0
slowheat_unidirectional_beta_3_budget_0.50,0.1694,0.846,-0.846,-0.10462500000000002,0.554,0.36525,0.38460000000000005,12.918724471001042,201600,201600,6781002196270,120071470,0,0
slowheat_unidirectional_beta_3_budget_0.75,0.1718,0.838625,-0.838625,-0.10500000000000001,0.5921000000000001,0.31325000000000003,0.42030000000000006,12.890900012997008,201600,201600,6781002196270,120071470,0,0
slowheat_unidirectional_beta_10_budget_0.50,0.1694,0.839625,-0.839625,-0.10475000000000001,0.5608,0.350375,0.39139999999999997,12.879553355000098,201600,201600,6781002196270,120071470,0,0
slowheat_unidirectional_beta_10_budget_0.75,0.1734,0.8286250000000001,-0.8286250000000001,-0.10450000000000001,0.5885999999999999,0.30962500000000004,0.4151999999999999,12.6016312440006,201600,201600,6781002196270,120071470,0,0
slowheat_hidden_beta_3_budget_0.50,0.17529999999999998,0.8415,-0.8415,-0.10475000000000001,0.6553,0.24150000000000002,0.48,11.771882695000386,201600,201600,6780990084320,107959520,0,0
slowheat_hidden_beta_3_budget_0.75,0.1703,0.8510000000000001,-0.8510000000000001,-0.10537500000000002,0.5797,0.33924999999999994,0.4094,52.49005087600017,201600,201600,6780990084320,107959520,0,0
slowheat_hidden_beta_10_budget_0.50,0.17529999999999998,0.8425,-0.8425,-0.10437500000000002,0.6781,0.21400000000000002,0.5028,71.53021975599768,201600,201600,6780990084320,107959520,0,0
slowheat_hidden_beta_10_budget_0.75,0.1726,0.8467499999999999,-0.8467499999999999,-0.10462500000000002,0.6005,0.311875,0.42790000000000006,71.70147799500046,201600,201600,6780990084320,107959520,0,0
