method,final_average_accuracy,average_forgetting,backward_transfer,forward_transfer,task_aware_final_accuracy,task_aware_forgetting,classifier_gap,elapsed_seconds,learner_examples_processed,total_model_examples_processed,estimated_total_flops,estimated_overhead_flops,fastheat_overhead_flops,fastheat_state_bytes,slowheat_state_bytes,method_state_bytes,replay_memory_bytes,stored_logits_bytes,replay_metadata_bytes,selector_forward_examples,selection_seconds
vanilla,0.1631,0.8456250000000001,-0.8456250000000001,-0.23325,0.5631,0.345625,0.4,134.15145494701574,201600,201600,671839322112000,0,0,0,0,0,0,0,0,0,0.0
fastheat,0.1736,0.8632500000000001,-0.8632500000000001,-0.23325,0.5799,0.355375,0.4063,146.38403688400285,201600,201600,672032393625600,193071513600,193071513600,7936,0,7936,0,0,0,0,0.0
slowheat,0.11750000000000001,0.840625,-0.840625,-0.23325,0.5175,0.34062499999999996,0.39999999999999997,205.9097521279764,201600,201600,671862384943630,23062831630,0,0,82128,82128,0,0,0,0,0.0
dualheat,0.1347,0.815625,-0.815625,-0.23175,0.5335,0.317125,0.3988,217.26875609499984,201600,201600,672055456457230,216134345230,193071513600,7936,82128,90064,0,0,0,0,0.0
lpr,0.2428,0.80225,-0.80225,-0.23325,0.8123000000000001,0.09274999999999997,0.5695000000000001,200.0962403960002,282240,282680,1044729819647380,103665996696980,0,0,0,0,2459200,0,6400,0,0.012737373966956511
slowheat_lpr,0.2403,0.782875,-0.782875,-0.23325,0.7878999999999999,0.10062500000000002,0.5475999999999999,280.3591905400099,282240,282680,1044755054582100,103691231631700,0,0,81988,81988,2459200,0,6400,0,0.014355398976476863
dualheat_lpr,0.23529999999999998,0.7791250000000001,-0.7791250000000001,-0.23325,0.7706000000000001,0.11450000000000002,0.5353000000000001,290.11871595701086,282240,282680,1045025776087380,103961953136980,270721505280,7936,81988,89924,2459200,0,6400,0,0.013235752005130053
classifier_expander,0.40519999999999995,0.29125,-0.27125,-0.22499999999999998,0.8261,0.06399999999999997,0.4209,199.89333352897665,282944,363584,1032499732807680,0,0,0,0,0,2459200,0,6400,0,0.013034506991971284
slowheat_classifier_expander,0.35649999999999993,0.35250000000000004,-0.30462500000000003,-0.221625,0.8377000000000001,0.027749999999999997,0.4812000000000002,282.41899275800097,282944,363584,1032524967742400,25234934720,0,0,81988,81988,2459200,0,6400,0,0.01300139699014835
dualheat_classifier_expander,0.34719999999999995,0.22212500000000002,-0.051500000000000004,-0.231625,0.8025,0.04250000000000004,0.45530000000000004,293.50220102100866,282944,363584,1032873170684864,373437877184,348202942464,7936,81988,89924,2459200,0,6400,0,0.013196113024605438
scroll,0.1493,0.381375,-0.30075,-0.23325,0.5359,0.011749999999999997,0.38660000000000005,47.06995624999399,41088,81088,181382798464645,21728548485,0,0,0,0,2459200,0,6400,0,0.013854534947313368
slowheat_scroll,0.2669,0.191,-0.139625,-0.23325,0.6986999999999999,0.0008750000000000147,0.43179999999999985,59.23801182501484,41088,81088,181387408025925,26338109765,0,0,81988,81988,2459200,0,6400,0,0.013759799971012399
dualheat_scroll,0.29030000000000006,0.229375,-0.16412500000000002,-0.23325,0.7047000000000001,0.002250000000000002,0.41440000000000005,61.66187461599475,41088,81088,181465065679173,103995763013,77657653248,7936,81988,89924,2459200,0,6400,0,0.013278858037665486
